SpeedMetersPerSecond,Location_Longitude,HeadingDegrees,VehicleId,Location_Latitude,ReportTimeDate
9,-88.04822,282,S 3,41.78482,2/4/2021 18:16
9,-88.04937,284,S 4,41.78503,2/4/2021 18:16
1,-88.05137,282,S 4,41.78543,2/4/2021 18:16
1,-87.93947,0,G 10,41.96065,2/4/2021 18:16
10,-87.93947,356,G 10,41.96253,2/4/2021 18:16
14,-88.24768,90,G 11,41.9771,2/4/2021 18:16
13,-88.24085,100,G 11,41.97648,2/4/2021 18:16
12,-88.18465,158,S 7,41.7883,2/4/2021 18:16
9,-88.1832,180,S 7,41.78447,2/4/2021 18:16
6,-88.14452,90,S 8,41.88787,2/4/2021 18:16
13,-88.14208,90,S 8,41.88782,2/4/2021 18:16
13,-88.24697,92,V1,41.97703,2/4/2021 18:16
13,-88.24022,100,V1,41.97635,2/4/2021 18:16
6,-88.14285,224,V3,41.85768,2/4/2021 18:16
17,-88.14775,266,V3,41.85722,2/4/2021 18:16
9,-88.18333,182,S 2,41.783,2/4/2021 18:17
1,-88.05125,300,S 3,41.78542,2/4/2021 18:17
1,-88.05125,300,S 3,41.78542,2/4/2021 18:17
1,-88.05125,300,S 3,41.78542,2/4/2021 18:17
1,-88.05125,300,S 3,41.78542,2/4/2021 18:17
1,-88.05125,300,S 3,41.78542,2/4/2021 18:17
10,-88.0544,280,S 4,41.78593,2/4/2021 18:17
9,-88.05767,278,S 4,41.78638,2/4/2021 18:17
9,-87.93962,358,G 10,41.9655,2/4/2021 18:17
13,-87.93963,358,G 10,41.96762,2/4/2021 18:17
11,-88.2379,100,G 11,41.97607,2/4/2021 18:17
14,-88.23252,96,G 11,41.97532,2/4/2021 18:17
8,-88.1833,180,S 7,41.78297,2/4/2021 18:17
0,-88.18343,198,S 7,41.78032,2/4/2021 18:17
12,-88.13583,90,S 8,41.88768,2/4/2021 18:17
14,-88.1325,90,S 8,41.88765,2/4/2021 18:17
8,-88.23758,100,V1,41.97598,2/4/2021 18:17
14,-88.23273,98,V1,41.9753,2/4/2021 18:17
4,-88.01075,130,V2,41.83098,2/4/2021 18:17
12,-88.00707,86,V2,41.83103,2/4/2021 18:17
16,-88.15398,264,V3,41.85708,2/4/2021 18:17
13,-88.15987,268,V3,41.857,2/4/2021 18:17
1,-88.18343,194,S 2,41.78043,2/4/2021 18:18
4,-88.18352,194,S 2,41.78032,2/4/2021 18:18
8,-88.18582,206,S 2,41.77773,2/4/2021 18:18
9,-88.06138,276,S 4,41.78673,2/4/2021 18:18
10,-88.06527,270,S 4,41.787,2/4/2021 18:18
11,-87.93968,358,G 10,41.97203,2/4/2021 18:18
1,-87.93968,358,G 10,41.97335,2/4/2021 18:18
14,-88.22982,94,G 11,41.97512,2/4/2021 18:18
14,-88.22303,90,G 11,41.97488,2/4/2021 18:18
5,-88.18365,210,S 7,41.77993,2/4/2021 18:18
9,-88.18593,204,S 7,41.7776,2/4/2021 18:18
14,-88.1255,88,S 8,41.88768,2/4/2021 18:18
14,-88.22915,94,V1,41.97503,2/4/2021 18:18
14,-88.22235,92,V1,41.9748,2/4/2021 18:18
12,-88.00407,86,V2,41.83112,2/4/2021 18:18
4,-88.00005,96,V2,41.83123,2/4/2021 18:18
9,-88.16153,196,V3,41.8555,2/4/2021 18:18
13,-88.16258,198,V3,41.85323,2/4/2021 18:18
2,-88.18587,16,S 2,41.77722,2/4/2021 18:19
10,-88.18545,28,S 2,41.7781,2/4/2021 18:19
11,-88.07038,266,S 3,41.78682,2/4/2021 18:19
10,-88.06908,266,S 4,41.78685,2/4/2021 18:19
10,-88.07305,264,S 4,41.78665,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
0,-88.01417,0,S 5,41.75247,2/4/2021 18:19
10,-87.93973,2,G 10,41.97598,2/4/2021 18:19
12,-87.9397,358,G 10,41.97842,2/4/2021 18:19
15,-88.21945,86,G 11,41.97495,2/4/2021 18:19
12,-88.21222,88,G 11,41.9752,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
0,-88.01415,266,S 6,41.75242,2/4/2021 18:19
1,-88.1859,10,S 7,41.77742,2/4/2021 18:19
11,-88.1849,40,S 7,41.77865,2/4/2021 18:19
0,-88.12195,130,S 8,41.88775,2/4/2021 18:19
0,-88.12195,130,S 8,41.88775,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
2,-88.12067,138,S 8,41.88777,2/4/2021 18:19
