OID_,latitude,longitude,location,speed_mph,name,timestamp
2376,43.0370401,-76.11430641,"1118 Euclid Avenue, Syracuse, NY, 13210",8,SW 3,2/5/2022 11:00:06
2377,43.0606094,-76.10447196,"438 South Midler Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:00:08
2378,43.05369113,-76.17485009,"1120 West Genesee Street, Syracuse, NY, 13204",2,SW 2,2/5/2022 11:00:13
2379,43.0606525,-76.10443087,"438 South Midler Avenue, Syracuse, NY, 13206",2,SW 5,2/5/2022 11:00:13
2380,43.03702292,-76.11469498,"1104 Euclid Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:00:17
2381,43.06079514,-76.10440736,"438 South Midler Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:00:19
2382,43.05369307,-76.17482709,"1120 West Genesee Street, Syracuse, NY, 13204",3,SW 2,2/5/2022 11:00:19
2383,43.06085123,-76.1044686,"432 South Midler Avenue, Syracuse, NY, 13206",1,SW 5,2/5/2022 11:00:25
2384,43.05364237,-76.17480702,"1120 West Genesee Street, Syracuse, NY, 13204",0,SW 2,2/5/2022 11:00:25
2385,43.03699161,-76.1150868,"1100 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:00:29
2386,43.05367803,-76.17465509,"1120 West Genesee Street, Syracuse, NY, 13204",9,SW 2,2/5/2022 11:00:30
2387,43.01315115,-76.14171478,"3611 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:00:32
2388,43.06092703,-76.10450802,"432 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:00:33
2389,43.05374599,-76.17426141,"1110 West Genesee Street, Syracuse, NY, 13204",12,SW 2,2/5/2022 11:00:36
2390,43.05381373,-76.17389541,"1106 West Genesee Street, Syracuse, NY, 13204",9,SW 2,2/5/2022 11:00:41
2391,43.03696145,-76.11546598,"1032 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:00:42
2392,43.06120821,-76.10452677,"416,418 South Midler Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:00:46
2393,43.053858,-76.17375791,"403 Liberty Street, Syracuse, NY, 13204",3,SW 2,2/5/2022 11:00:47
2394,43.03693972,-76.1158422,"1024 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:00:52
2395,43.05387269,-76.17361957,"402 Liberty Street, Syracuse, NY, 13204",3,SW 2,2/5/2022 11:00:55
2396,43.06149658,-76.10453466,"412 South Midler Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:01:00
2397,43.03694431,-76.11622275,"1012 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:01:00
2398,43.01287404,-76.14175398,"3611 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:01:01
2399,43.0538623,-76.17324415,"1066 West Genesee Street, Syracuse, NY, 13204",4,SW 2,2/5/2022 11:01:10
2400,43.03693173,-76.11661728,"1002 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:01:11
2401,43.06177585,-76.10454841,"400 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:01:13
2402,43.0127291,-76.14178081,"102 Hobart Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:01:15
2403,43.01260398,-76.14184153,"3701 South Salina Street, Syracuse, NY, 13205",5,SW 1,2/5/2022 11:01:21
2404,43.03690932,-76.11699773,"948 Euclid Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:01:21
2405,43.06202,-76.1045905,"372 South Midler Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:01:25
2406,43.05386007,-76.17285635,"1056 West Genesee Street, Syracuse, NY, 13204",5,SW 2,2/5/2022 11:01:25
2407,43.06216934,-76.10463209,"368 South Midler Avenue, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:01:30
2408,43.01236742,-76.14184526,"3707 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:01:33
2409,43.03689101,-76.11739145,"945 Euclid Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:01:36
2410,43.01232121,-76.14183441,"3719 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:01:38
2411,43.05384157,-76.17248797,"1042 West Genesee Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:01:38
2412,43.06246432,-76.10465665,"356 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:01:41
2413,43.03687992,-76.11776438,"920 Euclid Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:01:46
2414,43.05383359,-76.17210086,"1036 West Genesee Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:01:50
2415,43.06274391,-76.10466984,"346 South Midler Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:01:51
2416,43.03685215,-76.11815066,"920 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:01:56
2417,43.06303661,-76.10470035,"336 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:02:01
2418,43.05381422,-76.17170381,"1036 West Genesee Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:02:02
2419,43.03686026,-76.11854026,"911 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:02:06
2420,43.01205479,-76.14190481,"3725 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:02:12
2421,43.06332901,-76.10473047,"324 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:02:12
2422,43.05382209,-76.1713179,"1000 West Genesee Street, Syracuse, NY, 13204",7,SW 2,2/5/2022 11:02:13
2423,43.03682455,-76.11888631,"911 Euclid Avenue, Syracuse, NY, 13210",3,SW 3,2/5/2022 11:02:16
2424,43.036904,-76.11889883,"767 Westcott Street, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:02:22
2425,43.0121029,-76.14186005,"3725 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:02:22
2426,43.06360483,-76.10475461,"316 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:02:22
2427,43.05381428,-76.17093832,"1001 West Genesee Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:02:24
2428,43.01206165,-76.14186374,"3725 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:02:27
2429,43.03691786,-76.11860923,"911 Euclid Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 11:02:30
2430,43.06388217,-76.10475054,"304 South Midler Avenue, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:02:32
2431,43.01205232,-76.14186368,"3727 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:02:34
2432,43.03696583,-76.11860774,"911 Euclid Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 11:02:35
2433,43.05378924,-76.17062666,"North Geddes Street, Syracuse, NY, 13204",4,SW 2,2/5/2022 11:02:37
2434,43.03700143,-76.11843851,"911 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:02:40
2435,43.01203724,-76.14186139,"3727 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:02:41
2436,43.05392821,-76.17059342,"North Geddes Street, Syracuse, NY, 13204",7,SW 2,2/5/2022 11:02:42
2437,43.0641697,-76.10476689,"799 Glen Cove Road, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:02:44
2438,43.0540884,-76.17063571,"North Geddes Street, Syracuse, NY, 13204",4,SW 2,2/5/2022 11:02:48
2439,43.06425522,-76.10475552,"272 South Midler Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:02:50
2440,43.03700986,-76.11803397,"919 Euclid Avenue, Syracuse, NY, 13210",8,SW 3,2/5/2022 11:02:52
2441,43.05413177,-76.170802,"517 North Geddes Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:02:53
2442,43.0641972,-76.10477243,"799 Glen Cove Road, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:02:55
2443,43.06419601,-76.10482122,"799 Glen Cove Road, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:03:01
2444,43.03700884,-76.11764417,"941 Euclid Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:03:01
2445,43.05415281,-76.17118656,"1000 West Genesee Street, Syracuse, NY, 13204",6,SW 2,2/5/2022 11:03:02
2446,43.05412845,-76.17135526,"1000 West Genesee Street, Syracuse, NY, 13204",3,SW 2,2/5/2022 11:03:07
2447,43.06429277,-76.10482041,"272 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:03:07
2448,43.01177097,-76.14193253,"3801 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:03:10
2449,43.03702286,-76.1172632,"945 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:03:11
2450,43.0540708,-76.17138398,"1000 West Genesee Street, Syracuse, NY, 13204",0,SW 2,2/5/2022 11:03:12
2451,43.03702898,-76.11713937,"165 Strong Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:03:16
2452,43.01167587,-76.14194819,"3805 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:03:19
2453,43.03702181,-76.11715571,"165 Strong Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:03:21
2454,43.06457258,-76.10483175,"264 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:03:23
2455,43.01168652,-76.14194649,"3805 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:03:24
2456,43.03702907,-76.11711653,"165 Strong Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 11:03:27
2457,43.01170945,-76.14193921,"3805 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:03:30
2458,43.05405713,-76.17141714,"1000 West Genesee Street, Syracuse, NY, 13204",0,SW 2,2/5/2022 11:03:31
2459,43.06486161,-76.10486318,"252 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:03:33
2460,43.01166576,-76.14194851,"3805 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:03:36
2461,43.03704699,-76.11695256,"165 Strong Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:03:36
2462,43.01166816,-76.14194183,"3805 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:03:43
2463,43.06513312,-76.10487429,"240 South Midler Avenue, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:03:43
2464,43.01165659,-76.14194887,"3805 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:03:48
2465,43.06542058,-76.10490974,"232 South Midler Avenue, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:03:52
2466,43.01167075,-76.14195727,"3805 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:03:56
2467,43.01167058,-76.14196261,"3805 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:04:02
2468,43.06569142,-76.10494215,"220 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:04:02
2469,43.03706087,-76.11697489,"165 Strong Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:04:08
2470,43.01161029,-76.14195021,"3811 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:04:12
2471,43.06596574,-76.10496311,"212 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:04:13
2472,43.03705187,-76.11693925,"165 Strong Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 11:04:14
2473,43.03707746,-76.11705532,"165 Strong Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:04:19
2474,43.01167578,-76.14193579,"3805 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:04:19
2475,43.03704534,-76.11689979,"165 Strong Avenue, Syracuse, NY, 13210",2,SW 3,2/5/2022 11:04:25
2476,43.06604222,-76.10494107,"208 South Midler Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 11:04:26
2477,43.03704344,-76.11695051,"165 Strong Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 11:04:31
2478,43.06607159,-76.10496194,"208 South Midler Avenue, Syracuse, NY, 13206",2,SW 5,2/5/2022 11:04:31
2479,43.03705366,-76.11700334,"165 Strong Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:04:37
2480,43.06616426,-76.10499353,"200 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:04:37
2481,43.03704315,-76.11683537,"165 Strong Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 11:04:43
2482,43.01140298,-76.1419781,"3815 South Salina Street, Syracuse, NY, 13205",5,SW 1,2/5/2022 11:04:46
2483,43.06644923,-76.10499592,"814 Northcliffe Road, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:04:50
2484,43.03706422,-76.11645686,"1011 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:04:53
2485,43.06673311,-76.1050284,"176 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:05:02
2486,43.01113189,-76.14202968,"3835 South Salina Street, Syracuse, NY, 13205",5,SW 1,2/5/2022 11:05:03
2487,43.03708318,-76.11607285,"1015 Euclid Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 11:05:05
2488,43.06700414,-76.10506589,"164 South Midler Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:05:12
2489,43.03709459,-76.11573525,"1031 Euclid Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 11:05:18
2490,43.01085346,-76.14210499,"3818 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:05:20
2491,43.06715386,-76.10506698,"156 South Midler Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:05:23
2492,43.03708476,-76.1155848,"1037 Euclid Avenue, Syracuse, NY, 13210",3,SW 3,2/5/2022 11:05:24
2493,43.0673051,-76.1051059,"152 South Midler Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:05:29
2494,43.03711147,-76.11520346,"352 Fellows Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 11:05:36
2495,43.01057921,-76.14213662,"3915 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:05:38
2496,43.06758552,-76.10510629,"144 South Midler Avenue, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:05:39
2497,43.03714385,-76.11483424,"1105 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:05:47
2498,43.06787128,-76.10513271,"136 South Midler Avenue, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:05:48
2499,43.06817078,-76.10512514,"126 South Midler Avenue, Syracuse, NY, 13206",13,SW 5,2/5/2022 11:05:55
2500,43.03716476,-76.11454631,"1111 Euclid Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 11:05:56
2501,43.01029877,-76.14218272,"3915 South Salina Street, Syracuse, NY, 13205",4,SW 1,2/5/2022 11:05:58
2502,43.0684257,-76.10516337,"South Midler Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:06:01
2503,43.03712731,-76.11451403,"1115 Euclid Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 11:06:02
2504,43.03710387,-76.11442911,"1115 Euclid Avenue, Syracuse, NY, 13210",3,SW 3,2/5/2022 11:06:07
2505,43.06870496,-76.10524935,"South Midler Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:06:10
2506,43.03713371,-76.11436459,"1117 Euclid Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:06:12
2507,43.01002783,-76.14222332,"4001 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:06:16
2508,43.06888054,-76.10532109,"2912 James Street, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:06:16
2509,43.03713101,-76.11435415,"1117 Euclid Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 11:06:20
2510,43.06896163,-76.10535181,"114 North Midler Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:06:21
2511,43.03711983,-76.11425134,"1119 Euclid Avenue, Syracuse, NY, 13210",6,SW 3,2/5/2022 11:06:26
2512,43.06894787,-76.10533218,"114 North Midler Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:06:27
2513,43.03711791,-76.11400743,"883 Westmoreland Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 11:06:32
2514,43.06887745,-76.10535459,"2912 James Street, Syracuse, NY, 13206",1,SW 5,2/5/2022 11:06:32
2515,43.00975124,-76.14227198,"Fillmore Avenue, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:06:35
2516,43.03709177,-76.11367616,"1201 Euclid Avenue, Syracuse, NY, 13210",12,SW 3,2/5/2022 11:06:38
2517,43.06885579,-76.10546868,"2912 James Street, Syracuse, NY, 13206",0,SW 5,2/5/2022 11:06:38
2518,43.03712121,-76.1132777,"1212 Euclid Avenue, Syracuse, NY, 13210",15,SW 3,2/5/2022 11:06:43
2519,43.03713223,-76.11271318,"1301 Euclid Avenue, Syracuse, NY, 13224",16,SW 3,2/5/2022 11:06:49
2520,43.00947488,-76.14233072,"3930 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:06:53
2521,43.0371694,-76.11220796,"1311 Euclid Avenue, Syracuse, NY, 13224",14,SW 3,2/5/2022 11:06:54
2522,43.03718488,-76.1118612,"1315 Euclid Avenue, Syracuse, NY, 13224",8,SW 3,2/5/2022 11:07:01
2523,43.06883686,-76.10546016,"2912 James Street, Syracuse, NY, 13206",0,SW 5,2/5/2022 11:07:02
2524,43.03721276,-76.11170999,"1315 Euclid Avenue, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:07:06
2525,43.0688322,-76.10542006,"2912 James Street, Syracuse, NY, 13206",0,SW 5,2/5/2022 11:07:07
2526,43.009192,-76.14240259,"4004 South Salina Street, Syracuse, NY, 13205",5,SW 1,2/5/2022 11:07:11
2527,43.06882514,-76.10546945,"2912 James Street, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:07:12
2528,43.03725924,-76.1115699,"1317 Euclid Avenue, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:07:15
2529,43.03720324,-76.11120841,"311 Houston Avenue, Syracuse, NY, 13224",9,SW 3,2/5/2022 11:07:23
2530,43.06879006,-76.10585816,"2912 James Street, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:07:23
2531,43.00892423,-76.14246958,"4018 South Salina Street, Syracuse, NY, 13205",5,SW 1,2/5/2022 11:07:28
2532,43.03712318,-76.11096187,"1401 Euclid Avenue, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:07:31
2533,43.06879839,-76.1062437,"2901 James Street, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:07:37
2534,43.00865968,-76.14256268,"4100 South Salina Street, Syracuse, NY, 13205",4,SW 1,2/5/2022 11:07:42
2535,43.03704665,-76.11057653,"1405 Euclid Avenue, Syracuse, NY, 13224",7,SW 3,2/5/2022 11:07:43
2536,43.0687976,-76.10664152,"2827 James Street, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:07:52
2537,43.03704967,-76.11018236,"1411 Euclid Avenue, Syracuse, NY, 13224",5,SW 3,2/5/2022 11:07:52
2538,43.00838931,-76.14262968,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:08:00
2539,43.03708642,-76.10995526,"1411 Euclid Avenue, Syracuse, NY, 13224",0,SW 3,2/5/2022 11:08:01
2540,43.06875061,-76.10702972,"2812 James Street, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:08:02
2541,43.03708418,-76.10999318,"1411 Euclid Avenue, Syracuse, NY, 13224",2,SW 3,2/5/2022 11:08:06
2542,43.00839281,-76.14263997,"4114 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:08:07
2543,43.06871802,-76.10742262,"2802 James Street, Syracuse, NY, 13206",5,SW 5,2/5/2022 11:08:11
2544,43.03704711,-76.10996576,"1411 Euclid Avenue, Syracuse, NY, 13224",3,SW 3,2/5/2022 11:08:12
2545,43.00844899,-76.14261362,"4106 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:08:13
2546,43.00843276,-76.14260014,"4106 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:08:18
2547,43.03680251,-76.11006127,"1127 Meadowbrook Drive, Syracuse, NY, 13224",12,SW 3,2/5/2022 11:08:18
2548,43.06874133,-76.10757079,"2727 James Street, Syracuse, NY, 13206",0,SW 5,2/5/2022 11:08:19
2549,43.00836031,-76.14261592,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:08:24
2550,43.0365532,-76.11026244,"1053 Meadowbrook Drive, Syracuse, NY, 13224",6,SW 3,2/5/2022 11:08:24
2551,43.0687925,-76.10763478,"2727 James Street, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:08:25
2552,43.03662416,-76.1102864,"1402 Euclid Avenue, Syracuse, NY, 13224",5,SW 3,2/5/2022 11:08:29
2553,43.00837694,-76.14260572,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:08:30
2554,43.06877101,-76.10802609,"2727 James Street, Syracuse, NY, 13206",12,SW 5,2/5/2022 11:08:31
2555,43.00839776,-76.14261081,"4106 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:08:35
2556,43.06873093,-76.10821962,"2718 James Street, Syracuse, NY, 13206",3,SW 5,2/5/2022 11:08:36
2557,43.03687948,-76.11009765,"1411 Euclid Avenue, Syracuse, NY, 13224",9,SW 3,2/5/2022 11:08:38
2558,43.00835683,-76.14262671,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:08:41
2559,43.06870049,-76.10850302,"2700 James Street, Syracuse, NY, 13206",10,SW 5,2/5/2022 11:08:42
2560,43.03711031,-76.10990356,"1127 Meadowbrook Drive, Syracuse, NY, 13224",7,SW 3,2/5/2022 11:08:47
2561,43.06869289,-76.10876561,"2700 James Street, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:08:48
2562,43.00835923,-76.14262738,"4114 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:08:49
2563,43.03734242,-76.10970651,"1131 Meadowbrook Drive, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:08:58
2564,43.00832868,-76.14262683,"4114 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:08:58
2565,43.00834506,-76.14261553,"4114 South Salina Street, Syracuse, NY, 13205",4,SW 1,2/5/2022 11:09:03
2566,43.06867323,-76.10914753,"2634 James Street, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:09:05
2567,43.00838917,-76.14261347,"4106 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:09:08
2568,43.03758068,-76.10952548,"1137 Meadowbrook Drive, Syracuse, NY, 13224",6,SW 3,2/5/2022 11:09:09
2569,43.00835807,-76.14262746,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:09:14
2570,43.03774585,-76.10938871,"311 Scottholm Terrace, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:09:17
2571,43.06864733,-76.10955428,"2622 James Street, Syracuse, NY, 13206",7,SW 5,2/5/2022 11:09:18
2572,43.00830095,-76.14262334,"4118 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:09:21
2573,43.03786643,-76.1092891,"1159 Meadowbrook Drive, Syracuse, NY, 13224",7,SW 3,2/5/2022 11:09:23
2574,43.06862564,-76.1099313,"2600 James Street, Syracuse, NY, 13206",8,SW 5,2/5/2022 11:09:26
2575,43.0083359,-76.14258908,"4114 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:09:28
2576,43.03810208,-76.10910746,"1163 Meadowbrook Drive, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:09:33
2577,43.00830111,-76.14260959,"4118 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:09:33
2578,43.06858756,-76.1103117,"2546 James Street, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:09:38
2579,43.00833009,-76.14262398,"4114 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:09:43
2580,43.03834386,-76.1089202,"312 Crawford Avenue, Syracuse, NY, 13224",5,SW 3,2/5/2022 11:09:44
2581,43.00830269,-76.14262687,"4118 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:09:49
2582,43.06859756,-76.11060969,"2530 James Street, Syracuse, NY, 13206",1,SW 5,2/5/2022 11:09:53
2583,43.00833437,-76.14261913,"4114 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:09:55
2584,43.03861085,-76.10873816,"1201 Meadowbrook Drive, Syracuse, NY, 13224",7,SW 3,2/5/2022 11:09:56
2585,43.00829557,-76.14262912,"4118 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:10:00
2586,43.03885974,-76.10855603,"1215 Meadowbrook Drive, Syracuse, NY, 13224",6,SW 3,2/5/2022 11:10:04
2587,43.00830988,-76.14261673,"4118 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:10:06
2588,43.06860722,-76.11085905,"2510 James Street, Syracuse, NY, 13206",4,SW 5,2/5/2022 11:10:08
2589,43.03892895,-76.10846436,"1221 Meadowbrook Drive, Syracuse, NY, 13224",4,SW 3,2/5/2022 11:10:10
2590,43.00828347,-76.14263083,"4118 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:10:11
2591,43.06857958,-76.11100882,"2510 James Street, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:10:13
2592,43.0390873,-76.10826374,"1221 Meadowbrook Drive, Syracuse, NY, 13224",12,SW 3,2/5/2022 11:10:15
2593,43.00830402,-76.14262362,"4118 South Salina Street, Syracuse, NY, 13205",0,SW 1,2/5/2022 11:10:20
2594,43.03935997,-76.10813844,"233 Scott Avenue, Syracuse, NY, 13224",8,SW 3,2/5/2022 11:10:22
2595,43.06857549,-76.11140481,"116 Forest Hill Drive, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:10:24
2596,43.00826671,-76.14263514,"4118 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:10:26
2597,43.00825931,-76.1426319,"4118 South Salina Street, Syracuse, NY, 13205",3,SW 1,2/5/2022 11:10:31
2598,43.03963019,-76.10796476,"1309 Meadowbrook Drive, Syracuse, NY, 13224",8,SW 3,2/5/2022 11:10:33
2599,43.06855781,-76.11179296,"2430 James Street, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:10:36
2600,43.00824932,-76.14263386,"4118 South Salina Street, Syracuse, NY, 13205",1,SW 1,2/5/2022 11:10:38
2601,43.03987399,-76.10772464,"1309 Meadowbrook Drive, Syracuse, NY, 13224",8,SW 3,2/5/2022 11:10:42
2602,43.0082325,-76.14264503,"4118 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:10:43
2603,43.0082515,-76.1426389,"4118 South Salina Street, Syracuse, NY, 13205",2,SW 1,2/5/2022 11:10:49
2604,43.06856292,-76.11219599,"2459 James Street, Syracuse, NY, 13206",6,SW 5,2/5/2022 11:10:49
2605,43.04006087,-76.10745273,"1331 Meadowbrook Drive, Syracuse, NY, 13224",6,SW 3,2/5/2022 11:10:52
2606,43.06850203,-76.11242763,"2400 James Street, Syracuse, NY, 13057",8,SW 5,2/5/2022 11:10:55
