OID_,latitude,longitude,location,speed_mph,name,timestamp
1,43.05605877,-76.11500527,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:33:26
2,43.05599571,-76.11498612,"1612 Burnet Avenue, Syracuse, NY, 13206",1,SW 1,2/5/2022 9:33:54
3,43.0560305,-76.11513346,"1604 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:00
4,43.05612803,-76.11477815,"1612 Burnet Avenue, Syracuse, NY, 13206",1,SW 2,2/5/2022 9:34:08
5,43.0561955,-76.11490479,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 2,2/5/2022 9:34:13
6,43.05604348,-76.11496731,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:13
7,43.05611797,-76.11501793,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:34:14
8,43.05621797,-76.11489634,"1612 Burnet Avenue, Syracuse, NY, 13206",1,SW 2,2/5/2022 9:34:19
9,43.05610313,-76.11501464,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:34:19
10,43.05606748,-76.11495277,"1612 Burnet Avenue, Syracuse, NY, 13206",1,SW 1,2/5/2022 9:34:21
11,43.05622656,-76.11486783,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 2,2/5/2022 9:34:25
12,43.05610958,-76.1149948,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:34:25
13,43.0560991,-76.11490969,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:27
14,43.05622736,-76.11484285,"1612 Burnet Avenue, Syracuse, NY, 13206",1,SW 2,2/5/2022 9:34:31
15,43.05611481,-76.11489718,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:32
16,43.0560885,-76.11496912,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:34:33
17,43.05622696,-76.11482225,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 2,2/5/2022 9:34:37
18,43.0561128,-76.11495893,"1612 Burnet Avenue, Syracuse, NY, 13206",3,SW 3,2/5/2022 9:34:39
19,43.05613926,-76.11491387,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:39
20,43.05616447,-76.11491992,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 1,2/5/2022 9:34:44
21,43.05623086,-76.11482598,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 2,2/5/2022 9:34:45
22,43.05612592,-76.1149415,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:34:47
23,43.05626817,-76.1148206,"1612 Burnet Avenue, Syracuse, NY, 13206",2,SW 2,2/5/2022 9:34:52
24,43.05614638,-76.11492703,"1612 Burnet Avenue, Syracuse, NY, 13206",2,SW 3,2/5/2022 9:34:55
25,43.05626319,-76.11502705,"1525 Burnet Avenue, Syracuse, NY, 13206",6,SW 2,2/5/2022 9:34:58
26,43.05623637,-76.11491659,"110 Gale Street, Syracuse, NY, 13206",3,SW 1,2/5/2022 9:34:58
27,43.05616203,-76.11494386,"1612 Burnet Avenue, Syracuse, NY, 13206",2,SW 3,2/5/2022 9:35:00
28,43.05625381,-76.11509534,"1525 Burnet Avenue, Syracuse, NY, 13206",8,SW 1,2/5/2022 9:35:03
29,43.05615227,-76.11538667,"1521 Burnet Avenue, Syracuse, NY, 13206",9,SW 2,2/5/2022 9:35:05
30,43.05617901,-76.11495873,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 3,2/5/2022 9:35:06
31,43.05614601,-76.11546448,"1519 Burnet Avenue, Syracuse, NY, 13206",7,SW 1,2/5/2022 9:35:11
32,43.05620139,-76.1149786,"1612 Burnet Avenue, Syracuse, NY, 13206",2,SW 3,2/5/2022 9:35:11
33,43.05605108,-76.1157505,"1513 Burnet Avenue, Syracuse, NY, 13206",8,SW 2,2/5/2022 9:35:13
34,43.05621646,-76.11498667,"1612 Burnet Avenue, Syracuse, NY, 13206",2,SW 3,2/5/2022 9:35:17
35,43.05593064,-76.11613913,"1509 Burnet Avenue, Syracuse, NY, 13206",11,SW 2,2/5/2022 9:35:20
36,43.05629296,-76.11466873,"1601 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:35:21
37,43.05603469,-76.11583979,"1513 Burnet Avenue, Syracuse, NY, 13206",11,SW 1,2/5/2022 9:35:21
38,43.05614571,-76.11507476,"1612 Burnet Avenue, Syracuse, NY, 13206",8,SW 3,2/5/2022 9:35:22
39,43.05584629,-76.11649715,"1503 Burnet Avenue, Syracuse, NY, 13206",12,SW 2,2/5/2022 9:35:26
40,43.05609836,-76.11536226,"1604 Burnet Avenue, Syracuse, NY, 13206",10,SW 3,2/5/2022 9:35:27
41,43.05620952,-76.11488831,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:35:27
42,43.05593641,-76.11625081,"1507 Burnet Avenue, Syracuse, NY, 13206",11,SW 1,2/5/2022 9:35:28
43,43.05573917,-76.11683615,"101 Dillaye Avenue, Syracuse, NY, 13206",12,SW 2,2/5/2022 9:35:31
44,43.0560054,-76.11573869,"1513 Burnet Avenue, Syracuse, NY, 13206",11,SW 3,2/5/2022 9:35:34
45,43.05604335,-76.11486413,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:35:35
46,43.0558204,-76.11664031,"1501 Burnet Avenue, Syracuse, NY, 13206",11,SW 1,2/5/2022 9:35:35
47,43.0556069,-76.11724307,"1455 Burnet Avenue, Syracuse, NY, 13206",13,SW 2,2/5/2022 9:35:37
48,43.05590744,-76.11613081,"1508 Burnet Avenue, Syracuse, NY, 13206",13,SW 3,2/5/2022 9:35:40
49,43.05606914,-76.11484055,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:35:40
50,43.05572675,-76.11700671,"1463 Burnet Avenue, Syracuse, NY, 13206",12,SW 1,2/5/2022 9:35:41
51,43.05551286,-76.11763816,"1445 Burnet Avenue, Syracuse, NY, 13206",13,SW 2,2/5/2022 9:35:43
52,43.05580041,-76.1165559,"1501 Burnet Avenue, Syracuse, NY, 13206",13,SW 3,2/5/2022 9:35:46
53,43.0556146,-76.1173996,"1455 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:35:47
54,43.055407,-76.11802054,"1437 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:35:48
55,43.05566912,-76.11699835,"1463 Burnet Avenue, Syracuse, NY, 13206",14,SW 3,2/5/2022 9:35:52
56,43.05550315,-76.11779045,"1443 Burnet Avenue, Syracuse, NY, 13206",12,SW 1,2/5/2022 9:35:53
57,43.05530149,-76.1184686,"1425 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:35:54
58,43.05556886,-76.11738274,"1455 Burnet Avenue, Syracuse, NY, 13206",14,SW 3,2/5/2022 9:35:57
59,43.05517932,-76.11884489,"1411 Burnet Avenue, Syracuse, NY, 13206",15,SW 2,2/5/2022 9:35:59
60,43.05539512,-76.11819885,"1431 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:35:59
61,43.05546622,-76.11778755,"1443 Burnet Avenue, Syracuse, NY, 13206",14,SW 3,2/5/2022 9:36:02
62,43.05507078,-76.11923902,"1401 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:36:04
63,43.05527694,-76.11858089,"1421 Burnet Avenue, Syracuse, NY, 13206",12,SW 1,2/5/2022 9:36:05
64,43.05535432,-76.11818826,"1431 Burnet Avenue, Syracuse, NY, 13206",15,SW 3,2/5/2022 9:36:07
65,43.05616982,-76.11493349,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:36:09
66,43.05493723,-76.11969166,"1375 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:36:10
67,43.05518211,-76.1189291,"1411 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:10
68,43.05525024,-76.11858643,"1421 Burnet Avenue, Syracuse, NY, 13206",15,SW 3,2/5/2022 9:36:12
69,43.0561899,-76.11493004,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:36:15
70,43.0548305,-76.12006889,"1361 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:36:15
71,43.05506578,-76.11933846,"301 Greenway Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:16
72,43.05514107,-76.11899833,"1407 Burnet Avenue, Syracuse, NY, 13206",15,SW 3,2/5/2022 9:36:17
73,43.05469225,-76.12053637,"1349 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:36:21
74,43.05496683,-76.1197569,"1371 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:22
75,43.05500469,-76.11948269,"1375 Burnet Avenue, Syracuse, NY, 13206",15,SW 3,2/5/2022 9:36:23
76,43.05459671,-76.12098982,"1319 Burnet Avenue, Syracuse, NY, 13206",14,SW 2,2/5/2022 9:36:27
77,43.05487003,-76.12010402,"1361 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:27
78,43.05489894,-76.11991199,"1367 Burnet Avenue, Syracuse, NY, 13206",15,SW 3,2/5/2022 9:36:28
79,43.05446198,-76.12144275,"1313 Burnet Avenue, Syracuse, NY, 13206",13,SW 2,2/5/2022 9:36:33
80,43.05475592,-76.12054391,"1349 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:33
81,43.05477563,-76.12033717,"1351 Burnet Avenue, Syracuse, NY, 13206",16,SW 3,2/5/2022 9:36:33
82,43.05439563,-76.12173215,"1301 Burnet Avenue, Syracuse, NY, 13206",7,SW 2,2/5/2022 9:36:38
83,43.05463444,-76.12094768,"1337 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:39
84,43.05462577,-76.12083246,"1337 Burnet Avenue, Syracuse, NY, 13206",16,SW 3,2/5/2022 9:36:39
85,43.05451491,-76.12135619,"1315 Burnet Avenue, Syracuse, NY, 13206",13,SW 1,2/5/2022 9:36:45
86,43.05449031,-76.12132974,"1315 Burnet Avenue, Syracuse, NY, 13206",16,SW 3,2/5/2022 9:36:45
87,43.05430661,-76.1219864,"526 Teall Avenue, Syracuse, NY, 13206",10,SW 2,2/5/2022 9:36:45
88,43.0543848,-76.12173549,"1301 Burnet Avenue, Syracuse, NY, 13206",13,SW 3,2/5/2022 9:36:50
89,43.05401766,-76.12203789,"515 Teall Avenue, Syracuse, NY, 13203",11,SW 2,2/5/2022 9:36:51
90,43.0544078,-76.12173259,"1301 Burnet Avenue, Syracuse, NY, 13206",8,SW 1,2/5/2022 9:36:52
91,43.05617577,-76.11493389,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:36:53
92,43.05427496,-76.12179818,"1301 Burnet Avenue, Syracuse, NY, 13206",1,SW 3,2/5/2022 9:36:56
93,43.05382488,-76.1220488,"Teall Avenue, Syracuse, NY, 13206",4,SW 2,2/5/2022 9:36:57
94,43.05431003,-76.12191981,"526 Teall Avenue, Syracuse, NY, 13206",9,SW 1,2/5/2022 9:36:58
95,43.05614238,-76.11493884,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:36:59
96,43.05414599,-76.12181045,"Teall Avenue, Syracuse, NY, 13206",8,SW 3,2/5/2022 9:37:01
97,43.05359802,-76.12204189,"Teall Avenue, Syracuse, NY, 13206",13,SW 2,2/5/2022 9:37:02
98,43.05408317,-76.12201113,"Teall Avenue, Syracuse, NY, 13206",10,SW 1,2/5/2022 9:37:04
99,43.05399472,-76.12174046,"510 Teall Avenue, Syracuse, NY, 13203",8,SW 3,2/5/2022 9:37:06
100,43.05616734,-76.1149444,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:37:06
101,43.05330408,-76.12203287,"I 690, Syracuse, NY, 13217-9211",11,SW 2,2/5/2022 9:37:08
102,43.05381286,-76.12203166,"Teall Avenue, Syracuse, NY, 13206",12,SW 1,2/5/2022 9:37:09
103,43.05397583,-76.12166884,"508 Teall Avenue, Syracuse, NY, 13203",1,SW 3,2/5/2022 9:37:12
104,43.05617473,-76.11493623,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:37:12
105,43.05297946,-76.12197664,"399 Teall Avenue, Syracuse, NY, 13210",14,SW 2,2/5/2022 9:37:13
106,43.05351869,-76.12201142,"I 690, Syracuse, NY, 13217-9211",14,SW 1,2/5/2022 9:37:14
107,43.05400094,-76.12168741,"511 Teall Avenue, Syracuse, NY, 13203",0,SW 3,2/5/2022 9:37:17
108,43.05261273,-76.1219504,"345 Teall Avenue, Syracuse, NY, 13210",14,SW 2,2/5/2022 9:37:19
109,43.05321214,-76.12199437,"I 690, Syracuse, NY, 13217-9211",14,SW 1,2/5/2022 9:37:19
110,43.05398844,-76.12166976,"509 Teall Avenue, Syracuse, NY, 13203",2,SW 3,2/5/2022 9:37:24
111,43.05225145,-76.12190144,"227 Teall Avenue, Syracuse, NY, 13210",15,SW 2,2/5/2022 9:37:25
112,43.05286732,-76.12197586,"383 Teall Avenue, Syracuse, NY, 13210",14,SW 1,2/5/2022 9:37:25
113,43.05618939,-76.11490573,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:37:27
114,43.05391878,-76.12169593,"Teall Avenue, Syracuse, NY, 13206",5,SW 3,2/5/2022 9:37:29
115,43.05194508,-76.12185622,"222 Teall Avenue, Syracuse, NY, 13210",15,SW 2,2/5/2022 9:37:30
116,43.05251601,-76.12195305,"301 Teall Avenue, Syracuse, NY, 13210",14,SW 1,2/5/2022 9:37:31
117,43.0561788,-76.11489745,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:37:32
118,43.05379021,-76.12175977,"Teall Avenue, Syracuse, NY, 13206",6,SW 3,2/5/2022 9:37:35
119,43.05164353,-76.12180958,"222 Teall Avenue, Syracuse, NY, 13210",14,SW 2,2/5/2022 9:37:35
120,43.05220087,-76.12192717,"227 Teall Avenue, Syracuse, NY, 13210",14,SW 1,2/5/2022 9:37:36
121,43.05125341,-76.12176246,"222 Teall Avenue, Syracuse, NY, 13210",15,SW 2,2/5/2022 9:37:41
122,43.05183242,-76.12186915,"222 Teall Avenue, Syracuse, NY, 13210",15,SW 1,2/5/2022 9:37:42
123,43.05349299,-76.12176036,"I 690, Syracuse, NY, 13217-9211",9,SW 3,2/5/2022 9:37:44
124,43.05094182,-76.12173875,"213 Teall Avenue, Syracuse, NY, 13210",14,SW 2,2/5/2022 9:37:46
125,43.05146717,-76.12180526,"222 Teall Avenue, Syracuse, NY, 13210",15,SW 1,2/5/2022 9:37:48
126,43.05058726,-76.12171668,"213 Teall Avenue, Syracuse, NY, 13210",14,SW 2,2/5/2022 9:37:52
127,43.0532012,-76.12172865,"Teall Avenue, Syracuse, NY, 13206",7,SW 3,2/5/2022 9:37:52
128,43.05110955,-76.12178341,"222 Teall Avenue, Syracuse, NY, 13210",15,SW 1,2/5/2022 9:37:54
129,43.05025102,-76.12169348,"213 Teall Avenue, Syracuse, NY, 13210",13,SW 2,2/5/2022 9:37:58
130,43.05304276,-76.12171425,"226 Teall Avenue, Syracuse, NY, 13217-9211",5,SW 3,2/5/2022 9:37:58
131,43.05082253,-76.12176478,"213 Teall Avenue, Syracuse, NY, 13210",14,SW 1,2/5/2022 9:37:59
132,43.04997459,-76.12167546,"131 Teall Avenue, Syracuse, NY, 13210",13,SW 2,2/5/2022 9:38:03
133,43.05300008,-76.12165773,"226 Teall Avenue, Syracuse, NY, 13217-9211",1,SW 3,2/5/2022 9:38:04
134,43.05050467,-76.12174536,"213 Teall Avenue, Syracuse, NY, 13210",12,SW 1,2/5/2022 9:38:05
135,43.04972729,-76.12165482,"108 Teall Avenue, Syracuse, NY, 13210",7,SW 2,2/5/2022 9:38:09
136,43.05617896,-76.11491137,"1612 Burnet Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:38:10
137,43.05021589,-76.12172052,"213 Teall Avenue, Syracuse, NY, 13210",11,SW 1,2/5/2022 9:38:11
138,43.05288721,-76.1217354,"226 Teall Avenue, Syracuse, NY, 13217-9211",4,SW 3,2/5/2022 9:38:11
139,43.04964383,-76.12166367,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",3,SW 2,2/5/2022 9:38:14
140,43.04992399,-76.1217014,"126 Teall Avenue, Syracuse, NY, 13210",12,SW 1,2/5/2022 9:38:17
141,43.05281416,-76.1217511,"226 Teall Avenue, Syracuse, NY, 13217-9211",3,SW 3,2/5/2022 9:38:17
142,43.05622899,-76.11497311,"1612 Burnet Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 9:38:18
143,43.04960392,-76.12172192,"Erie Boulevard Cycle Track, Syracuse, NY, 13217",0,SW 2,2/5/2022 9:38:20
144,43.04974485,-76.12168122,"110 Teall Avenue, Syracuse, NY, 13210",0,SW 1,2/5/2022 9:38:23
145,43.05620496,-76.11526867,"1523 Burnet Avenue, Syracuse, NY, 13206",9,SW 5,2/5/2022 9:38:24
146,43.04962739,-76.12167633,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",2,SW 2,2/5/2022 9:38:26
147,43.04972661,-76.12168959,"108 Teall Avenue, Syracuse, NY, 13210",0,SW 1,2/5/2022 9:38:28
148,43.05254312,-76.12173327,"226 Teall Avenue, Syracuse, NY, 13217-9211",4,SW 3,2/5/2022 9:38:29
149,43.05609673,-76.11564203,"1515 Burnet Avenue, Syracuse, NY, 13206",8,SW 5,2/5/2022 9:38:31
150,43.04963991,-76.12167263,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",3,SW 2,2/5/2022 9:38:32
151,43.04966448,-76.12167901,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",7,SW 1,2/5/2022 9:38:33
152,43.04963139,-76.12176808,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",3,SW 2,2/5/2022 9:38:37
153,43.05599187,-76.11600275,"1511 Burnet Avenue, Syracuse, NY, 13206",12,SW 5,2/5/2022 9:38:37
154,43.05227014,-76.12172274,"222 Teall Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 9:38:40
155,43.04939761,-76.12161071,"Erie Boulevard Cycle Track, Syracuse, NY, 13224-1038",8,SW 1,2/5/2022 9:38:40
156,43.05586421,-76.11636636,"1504 Burnet Avenue, Syracuse, NY, 13206",12,SW 5,2/5/2022 9:38:43
157,43.04959339,-76.12208119,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",8,SW 2,2/5/2022 9:38:46
158,43.04920096,-76.12153543,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",4,SW 1,2/5/2022 9:38:48
159,43.05575414,-76.11675663,"1501 Burnet Avenue, Syracuse, NY, 13206",12,SW 5,2/5/2022 9:38:49
160,43.0519997,-76.12169804,"222 Teall Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 9:38:52
161,43.04921668,-76.1215181,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",0,SW 1,2/5/2022 9:38:54
162,43.04953484,-76.12248392,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",9,SW 2,2/5/2022 9:38:54
163,43.05566942,-76.11716285,"1461 Burnet Avenue, Syracuse, NY, 13206",12,SW 5,2/5/2022 9:38:55
164,43.04922374,-76.12157452,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",3,SW 1,2/5/2022 9:39:00
165,43.05171333,-76.12169282,"222 Teall Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 9:39:01
166,43.04952853,-76.12290435,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",10,SW 2,2/5/2022 9:39:01
167,43.05555706,-76.11757099,"1449 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:01
168,43.04923039,-76.12165733,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",2,SW 1,2/5/2022 9:39:06
169,43.04953618,-76.12327747,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",10,SW 2,2/5/2022 9:39:07
170,43.05545506,-76.11798885,"1437 Burnet Avenue, Syracuse, NY, 13206",13,SW 5,2/5/2022 9:39:07
171,43.05143169,-76.12168075,"222 Teall Avenue, Syracuse, NY, 13210",8,SW 3,2/5/2022 9:39:11
172,43.05531478,-76.11841479,"1425 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:13
173,43.04956332,-76.12364751,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",7,SW 2,2/5/2022 9:39:15
174,43.04920171,-76.12183284,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",5,SW 1,2/5/2022 9:39:15
175,43.05519834,-76.11883709,"1415 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:19
176,43.05115604,-76.12165704,"222 Teall Avenue, Syracuse, NY, 13210",7,SW 3,2/5/2022 9:39:21
177,43.04961581,-76.12404173,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",7,SW 2,2/5/2022 9:39:25
178,43.05508876,-76.11925693,"1401 Burnet Avenue, Syracuse, NY, 13206",13,SW 5,2/5/2022 9:39:25
179,43.04918676,-76.12222976,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",7,SW 1,2/5/2022 9:39:26
180,43.05085964,-76.12164361,"222 Teall Avenue, Syracuse, NY, 13210",9,SW 3,2/5/2022 9:39:30
181,43.05495622,-76.11967179,"1375 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:31
182,43.04970196,-76.12441026,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",8,SW 2,2/5/2022 9:39:33
183,43.0548574,-76.12004251,"1367 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:36
184,43.0506767,-76.1216129,"213 Teall Avenue, Syracuse, NY, 13210",4,SW 3,2/5/2022 9:39:37
185,43.04919316,-76.12261141,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",5,SW 1,2/5/2022 9:39:38
186,43.05475605,-76.12040709,"1349 Burnet Avenue, Syracuse, NY, 13206",14,SW 5,2/5/2022 9:39:41
187,43.04980178,-76.12477818,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",7,SW 2,2/5/2022 9:39:42
188,43.05463925,-76.12085286,"1337 Burnet Avenue, Syracuse, NY, 13206",13,SW 5,2/5/2022 9:39:47
189,43.04991291,-76.12515242,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",8,SW 2,2/5/2022 9:39:51
190,43.05453592,-76.12123001,"1315 Burnet Avenue, Syracuse, NY, 13206",15,SW 5,2/5/2022 9:39:52
191,43.04920725,-76.1229828,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",3,SW 1,2/5/2022 9:39:54
192,43.0503927,-76.1215809,"213 Teall Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 9:39:55
193,43.05441909,-76.12167035,"1301 Burnet Avenue, Syracuse, NY, 13206",11,SW 5,2/5/2022 9:39:58
194,43.0500157,-76.12549868,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",4,SW 2,2/5/2022 9:40:01
195,43.05434207,-76.12198374,"526 Teall Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 9:40:07
196,43.04925496,-76.1233614,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",3,SW 1,2/5/2022 9:40:11
197,43.05010548,-76.12585264,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",7,SW 2,2/5/2022 9:40:11
198,43.05435562,-76.12207077,"526 Teall Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 9:40:13
199,43.05447866,-76.12208623,"526 Teall Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 9:40:19
200,43.0501229,-76.12160265,"145 Teall Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 9:40:20
201,43.05026068,-76.12616253,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",5,SW 2,2/5/2022 9:40:23
202,43.05446485,-76.12207441,"526 Teall Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:40:24
203,43.05007172,-76.12159763,"140 Teall Avenue, Syracuse, NY, 13210",2,SW 3,2/5/2022 9:40:25
204,43.05003613,-76.12159459,"136 Teall Avenue, Syracuse, NY, 13210",1,SW 3,2/5/2022 9:40:30
205,43.05450427,-76.1220746,"526 Teall Avenue, Syracuse, NY, 13206",2,SW 5,2/5/2022 9:40:30
206,43.04930667,-76.12363364,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",0,SW 1,2/5/2022 9:40:32
207,43.05035568,-76.12653823,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",4,SW 2,2/5/2022 9:40:33
208,43.05454749,-76.12208385,"526 Teall Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:40:35
209,43.04929659,-76.12361688,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",1,SW 1,2/5/2022 9:40:40
210,43.0545211,-76.12207501,"526 Teall Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 9:40:41
211,43.0498717,-76.12158293,"121 Teall Avenue, Syracuse, NY, 13210",0,SW 3,2/5/2022 9:40:44
212,43.05452805,-76.12207081,"526 Teall Avenue, Syracuse, NY, 13206",3,SW 5,2/5/2022 9:40:47
213,43.05045618,-76.12690578,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",5,SW 2,2/5/2022 9:40:48
214,43.04993826,-76.12159488,"127 Teall Avenue, Syracuse, NY, 13210",3,SW 3,2/5/2022 9:40:49
215,43.04931256,-76.1236868,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",1,SW 1,2/5/2022 9:40:51
216,43.0499058,-76.1216027,"124 Teall Avenue, Syracuse, NY, 13210",5,SW 3,2/5/2022 9:40:54
217,43.05049578,-76.12715321,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",2,SW 2,2/5/2022 9:40:56
218,43.0545728,-76.12207184,"526 Teall Avenue, Syracuse, NY, 13206",4,SW 5,2/5/2022 9:40:56
219,43.05051263,-76.12725816,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",3,SW 2,2/5/2022 9:41:02
220,43.05457109,-76.12207516,"526 Teall Avenue, Syracuse, NY, 13206",5,SW 5,2/5/2022 9:41:03
221,43.04932976,-76.12380797,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",0,SW 1,2/5/2022 9:41:07
222,43.05464909,-76.1220749,"526 Teall Avenue, Syracuse, NY, 13206",0,SW 5,2/5/2022 9:41:08
223,43.0496597,-76.12155735,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",3,SW 3,2/5/2022 9:41:10
224,43.04934569,-76.12382087,"Erie Boulevard Southern Sidewalk, Syracuse, NY, 13224-1038",1,SW 1,2/5/2022 9:41:15
225,43.05460047,-76.12206401,"526 Teall Avenue, Syracuse, NY, 13206",1,SW 5,2/5/2022 9:41:15
226,43.04965036,-76.1215149,"Erie Boulevard Northern Sidewalk, Syracuse, NY, 13224-1038",0,SW 3,2/5/2022 9:41:16
