OBJECTID	SpeedMetersPerSecond	Location_Longitude	HeadingDegrees	Username	Location_Latitude	ReportTimeDate
8996	5	-87.99837	134	LocalGovDeployRyanN	41.96648	2/4/2021 23:00
9016	14	-87.99223	100	LocalGovDeployRyanN	41.96552	2/4/2021 23:00
9001	9	-87.95623	88	LocalGovDeployMattB	41.78858	2/4/2021 23:00
9017	9	-87.95262	90	LocalGovDeployMattB	41.78865	2/4/2021 23:00
9007	14	-87.99547	100	LocalGovDeployMikeD	41.96603	2/4/2021 23:00
9019	7	-87.99077	100	LocalGovDeployMikeD	41.96533	2/4/2021 23:00
9008	7	-88.2374	100	LocalGovDeployChrisF2	41.97597	2/4/2021 23:00
9013	1	-88.23697	100	LocalGovDeployChrisF2	41.97592	2/4/2021 23:00
9002	11	-88.12747	250	LocalGovDeployHeather	41.77482	2/4/2021 23:00
9011	11	-88.1301	254	LocalGovDeployHeather	41.77427	2/4/2021 23:00
8999	12	-88.01158	178	LocalGovDeployJohnH	41.84322	2/4/2021 23:00
9009	13	-87.99592	100	LocalGovDeployScott	41.96607	2/4/2021 23:00
9004	9	-88.11905	354	rnosek_temp	41.79668	2/4/2021 23:00
9012	9	-88.1198	348	rnosek_temp	41.79842	2/4/2021 23:00
9003	3	-88.2424	276	LocalGovDeployAndy	41.75825	2/4/2021 23:00
9023	9	-88.24297	2	LocalGovDeployAndy	41.7599	2/4/2021 23:00
9028	4	-87.99038	172	LocalGovDeployRyanN	41.96503	2/4/2021 23:01
9050	10	-87.99007	182	LocalGovDeployRyanN	41.96148	2/4/2021 23:01
9040	8	-87.95023	92	LocalGovDeployMattB	41.78858	2/4/2021 23:01
9036	9	-87.9902	174	LocalGovDeployMikeD	41.96385	2/4/2021 23:01
9041	10	-87.99	176	LocalGovDeployMikeD	41.96202	2/4/2021 23:01
9039	12	-88.2339	100	LocalGovDeployChrisF2	41.97548	2/4/2021 23:01
9042	13	-88.23087	94	LocalGovDeployChrisF2	41.97517	2/4/2021 23:01
9033	9	-88.13468	256	LocalGovDeployHeather	41.77348	2/4/2021 23:01
9049	0	-88.13687	138	LocalGovDeployHeather	41.77302	2/4/2021 23:01
9025	6	-88.0113	176	LocalGovDeployJohnH	41.83823	2/4/2021 23:01
9031	11	-88.0112	176	LocalGovDeployJohnH	41.83705	2/4/2021 23:01
9024	8	-87.99112	100	LocalGovDeployScott	41.96535	2/4/2021 23:01
9026	5	-87.99035	172	LocalGovDeployScott	41.96507	2/4/2021 23:01
9047	10	-87.98998	174	LocalGovDeployScott	41.96145	2/4/2021 23:01
9035	10	-88.11983	0	rnosek_temp	41.80125	2/4/2021 23:01
9045	12	-88.11972	8	rnosek_temp	41.80388	2/4/2021 23:01
9030	8	-88.2429	6	LocalGovDeployAndy	41.7614	2/4/2021 23:01
9053	5	-88.24275	358	LocalGovDeployAndy	41.76433	2/4/2021 23:01
9058	11	-87.98985	176	LocalGovDeployRyanN	41.95937	2/4/2021 23:02
9081	12	-87.98938	176	LocalGovDeployRyanN	41.95523	2/4/2021 23:02
9054	8	-87.94688	84	LocalGovDeployMattB	41.78862	2/4/2021 23:02
9070	7	-87.94437	78	LocalGovDeployMattB	41.78872	2/4/2021 23:02
9064	11	-87.98957	174	LocalGovDeployMikeD	41.9579	2/4/2021 23:02
9071	12	-87.98928	174	LocalGovDeployMikeD	41.95565	2/4/2021 23:02
9067	13	-88.22453	90	LocalGovDeployChrisF2	41.97483	2/4/2021 23:02
9073	13	-88.22145	88	LocalGovDeployChrisF2	41.97482	2/4/2021 23:02
9066	1	-88.13635	58	LocalGovDeployHeather	41.77318	2/4/2021 23:02
9074	3	-88.13577	82	LocalGovDeployHeather	41.77328	2/4/2021 23:02
9055	1	-88.0111	176	LocalGovDeployJohnH	41.8356	2/4/2021 23:02
9061	11	-88.0111	178	LocalGovDeployJohnH	41.83412	2/4/2021 23:02
9083	7	-88.01052	92	LocalGovDeployJohnH	41.83093	2/4/2021 23:02
9057	12	-87.98977	174	LocalGovDeployScott	41.95945	2/4/2021 23:02
9075	12	-87.98927	174	LocalGovDeployScott	41.95503	2/4/2021 23:02
9069	9	-88.1181	22	rnosek_temp	41.80752	2/4/2021 23:02
9072	12	-88.11702	24	rnosek_temp	41.80917	2/4/2021 23:02
9060	3	-88.24272	2	LocalGovDeployAndy	41.76525	2/4/2021 23:02
9082	7	-88.24257	2	LocalGovDeployAndy	41.76772	2/4/2021 23:02
9090	12	-87.98915	176	LocalGovDeployRyanN	41.95307	2/4/2021 23:03
9113	13	-87.98878	178	LocalGovDeployRyanN	41.9484	2/4/2021 23:03
9084	9	-87.94138	88	LocalGovDeployMattB	41.78895	2/4/2021 23:03
9100	9	-87.93795	88	LocalGovDeployMattB	41.78898	2/4/2021 23:03
9094	12	-87.98882	174	LocalGovDeployMikeD	41.951	2/4/2021 23:03
9102	12	-87.98872	178	LocalGovDeployMikeD	41.9488	2/4/2021 23:03
9099	14	-88.21462	86	LocalGovDeployChrisF2	41.97508	2/4/2021 23:03
9103	7	-88.21157	90	LocalGovDeployChrisF2	41.97513	2/4/2021 23:03
9098	2	-88.1337	82	LocalGovDeployHeather	41.77362	2/4/2021 23:03
9105	7	-88.13227	76	LocalGovDeployHeather	41.77387	2/4/2021 23:03
9088	13	-88.00823	88	LocalGovDeployJohnH	41.83098	2/4/2021 23:03
9107	13	-88.002	88	LocalGovDeployJohnH	41.83115	2/4/2021 23:03
9087	12	-87.98902	176	LocalGovDeployScott	41.9528	2/4/2021 23:03
9106	12	-87.9887	178	LocalGovDeployScott	41.94838	2/4/2021 23:03
9092	10	-88.11485	24	rnosek_temp	41.81268	2/4/2021 23:03
9101	11	-88.11388	20	rnosek_temp	41.81452	2/4/2021 23:03
9091	10	-88.2424	8	LocalGovDeployAndy	41.76943	2/4/2021 23:03
9114	9	-88.24137	12	LocalGovDeployAndy	41.77242	2/4/2021 23:03
9120	13	-87.98878	180	LocalGovDeployRyanN	41.94595	2/4/2021 23:04
9142	13	-87.98875	180	LocalGovDeployRyanN	41.94093	2/4/2021 23:04
9115	9	-87.93443	86	LocalGovDeployMattB	41.78905	2/4/2021 23:04
9130	9	-87.93098	88	LocalGovDeployMattB	41.78912	2/4/2021 23:04
9124	13	-87.9887	180	LocalGovDeployMikeD	41.94407	2/4/2021 23:04
9132	14	-87.98872	180	LocalGovDeployMikeD	41.94163	2/4/2021 23:04
9126	10	-88.20772	94	LocalGovDeployChrisF2	41.97498	2/4/2021 23:04
9134	10	-88.20537	92	LocalGovDeployChrisF2	41.97483	2/4/2021 23:04
9127	9	-88.1278	70	LocalGovDeployHeather	41.77477	2/4/2021 23:04
9135	10	-88.12527	72	LocalGovDeployHeather	41.77538	2/4/2021 23:04
9119	14	-87.9985	88	LocalGovDeployJohnH	41.83122	2/4/2021 23:04
9137	12	-87.99177	88	LocalGovDeployJohnH	41.83128	2/4/2021 23:04
9116	14	-87.98875	178	LocalGovDeployScott	41.94588	2/4/2021 23:04
9136	13	-87.98873	180	LocalGovDeployScott	41.94093	2/4/2021 23:04
9122	11	-88.11105	28	rnosek_temp	41.8185	2/4/2021 23:04
9131	13	-88.10972	20	rnosek_temp	41.82043	2/4/2021 23:04
9121	8	-88.2411	2	LocalGovDeployAndy	41.77392	2/4/2021 23:04
9144	11	-88.24088	2	LocalGovDeployAndy	41.77735	2/4/2021 23:04
9150	11	-87.98878	178	LocalGovDeployRyanN	41.93872	2/4/2021 23:05
9173	11	-87.98877	178	LocalGovDeployRyanN	41.9345	2/4/2021 23:05
9145	8	-87.92755	86	LocalGovDeployMattB	41.7892	2/4/2021 23:05
9152	7	-87.92623	88	LocalGovDeployMattB	41.78923	2/4/2021 23:05
9169	10	-87.92235	88	LocalGovDeployMattB	41.7893	2/4/2021 23:05
9153	11	-87.98873	178	LocalGovDeployMikeD	41.93692	2/4/2021 23:05
9161	11	-87.98872	180	LocalGovDeployMikeD	41.93475	2/4/2021 23:05
9159	9	-88.20015	92	LocalGovDeployChrisF2	41.9746	2/4/2021 23:05
9164	10	-88.19763	92	LocalGovDeployChrisF2	41.97448	2/4/2021 23:05
9157	11	-88.12018	72	LocalGovDeployHeather	41.7766	2/4/2021 23:05
9162	11	-88.11747	72	LocalGovDeployHeather	41.7772	2/4/2021 23:05
9148	13	-87.98865	90	LocalGovDeployJohnH	41.8313	2/4/2021 23:05
9167	15	-87.9815	88	LocalGovDeployJohnH	41.83128	2/4/2021 23:05
9146	12	-87.98878	178	LocalGovDeployScott	41.9386	2/4/2021 23:05
9165	9	-87.98872	176	LocalGovDeployScott	41.93433	2/4/2021 23:05
9154	11	-88.10768	18	rnosek_temp	41.82472	2/4/2021 23:05
9171	8	-88.10572	22	rnosek_temp	41.82792	2/4/2021 23:05
9151	7	-88.24082	8	LocalGovDeployAndy	41.77902	2/4/2021 23:05
9175	10	-88.24065	358	LocalGovDeployAndy	41.78233	2/4/2021 23:05
9192	1	-87.98887	224	LocalGovDeployRyanN	41.93215	2/4/2021 23:06
9208	1	-87.98892	126	LocalGovDeployRyanN	41.9319	2/4/2021 23:06
9183	8	-87.91877	88	LocalGovDeployMattB	41.7894	2/4/2021 23:06
9200	12	-87.91507	86	LocalGovDeployMattB	41.7894	2/4/2021 23:06
9191	1	-87.98872	184	LocalGovDeployMikeD	41.932	2/4/2021 23:06
9196	1	-87.9886	336	LocalGovDeployMikeD	41.93185	2/4/2021 23:06
9188	12	-88.1922	100	LocalGovDeployChrisF2	41.97388	2/4/2021 23:06
9194	12	-88.1893	98	LocalGovDeployChrisF2	41.97348	2/4/2021 23:06
9187	11	-88.11183	70	LocalGovDeployHeather	41.77847	2/4/2021 23:06
9207	0	-88.10998	70	LocalGovDeployHeather	41.77907	2/4/2021 23:06
9177	14	-87.97788	88	LocalGovDeployJohnH	41.83133	2/4/2021 23:06
9199	2	-87.97228	86	LocalGovDeployJohnH	41.83147	2/4/2021 23:06
9182	2	-87.98883	230	LocalGovDeployScott	41.93208	2/4/2021 23:06
9204	1	-87.9888	82	LocalGovDeployScott	41.9319	2/4/2021 23:06
9190	1	-88.10548	22	rnosek_temp	41.82835	2/4/2021 23:06
9195	9	-88.1048	24	rnosek_temp	41.82947	2/4/2021 23:06
9180	9	-88.24105	352	LocalGovDeployAndy	41.78415	2/4/2021 23:06
9206	11	-88.24135	2	LocalGovDeployAndy	41.78792	2/4/2021 23:06
9216	10	-87.98865	358	LocalGovDeployRyanN	41.93355	2/4/2021 23:07
9226	12	-87.98865	0	LocalGovDeployRyanN	41.93567	2/4/2021 23:07
9220	2	-87.91405	248	LocalGovDeployMattB	41.78947	2/4/2021 23:07
9233	4	-87.91467	268	LocalGovDeployMattB	41.78952	2/4/2021 23:07
9223	11	-87.98872	358	LocalGovDeployMikeD	41.93477	2/4/2021 23:07
9229	12	-87.98873	358	LocalGovDeployMikeD	41.937	2/4/2021 23:07
9221	10	-88.18347	88	LocalGovDeployChrisF2	41.97335	2/4/2021 23:07
9236	2	-88.18242	122	LocalGovDeployChrisF2	41.97275	2/4/2021 23:07
9211	1	-88.10998	76	LocalGovDeployHeather	41.77907	2/4/2021 23:07
9238	12	-88.10512	72	LocalGovDeployHeather	41.7802	2/4/2021 23:07
9209	11	-87.97053	86	LocalGovDeployJohnH	41.83152	2/4/2021 23:07
9232	15	-87.96342	86	LocalGovDeployJohnH	41.83177	2/4/2021 23:07
9214	11	-87.98867	358	LocalGovDeployScott	41.93358	2/4/2021 23:07
9225	13	-87.98868	358	LocalGovDeployScott	41.93587	2/4/2021 23:07
9222	12	-88.10265	24	rnosek_temp	41.83315	2/4/2021 23:07
9228	12	-88.10175	8	rnosek_temp	41.83528	2/4/2021 23:07
9212	9	-88.24117	2	LocalGovDeployAndy	41.78982	2/4/2021 23:07
9237	9	-88.24087	2	LocalGovDeployAndy	41.79312	2/4/2021 23:07
9248	13	-87.98863	0	LocalGovDeployRyanN	41.9402	2/4/2021 23:08
9258	13	-87.9886	0	LocalGovDeployRyanN	41.94272	2/4/2021 23:08
9247	7	-87.91707	266	LocalGovDeployMattB	41.78947	2/4/2021 23:08
9262	8	-87.92008	266	LocalGovDeployMattB	41.78938	2/4/2021 23:08
9253	14	-87.98868	0	LocalGovDeployMikeD	41.94197	2/4/2021 23:08
9260	14	-87.98868	358	LocalGovDeployMikeD	41.94445	2/4/2021 23:08
9255	4	-88.18242	268	LocalGovDeployChrisF2	41.97343	2/4/2021 23:08
9261	11	-88.18433	270	LocalGovDeployChrisF2	41.9734	2/4/2021 23:08
9243	12	-88.1023	68	LocalGovDeployHeather	41.78087	2/4/2021 23:08
9268	12	-88.09673	84	LocalGovDeployHeather	41.78182	2/4/2021 23:08
9241	13	-87.96003	86	LocalGovDeployJohnH	41.83192	2/4/2021 23:08
9263	7	-87.95505	86	LocalGovDeployJohnH	41.83215	2/4/2021 23:08
9246	13	-87.98867	0	LocalGovDeployScott	41.94067	2/4/2021 23:08
9257	13	-87.9886	0	LocalGovDeployScott	41.94318	2/4/2021 23:08
9256	2	-88.10163	280	rnosek_temp	41.83902	2/4/2021 23:08
9265	12	-88.10182	180	rnosek_temp	41.83722	2/4/2021 23:08
9244	10	-88.24075	0	LocalGovDeployAndy	41.79463	2/4/2021 23:08
9267	6	-88.24055	2	LocalGovDeployAndy	41.7976	2/4/2021 23:08
9283	14	-87.98858	0	LocalGovDeployRyanN	41.94785	2/4/2021 23:09
9290	14	-87.98865	356	LocalGovDeployRyanN	41.95032	2/4/2021 23:09
9282	8	-87.92328	268	LocalGovDeployMattB	41.7893	2/4/2021 23:09
9296	8	-87.92645	266	LocalGovDeployMattB	41.78923	2/4/2021 23:09
9286	14	-87.9887	358	LocalGovDeployMikeD	41.94962	2/4/2021 23:09
9291	14	-87.98893	354	LocalGovDeployMikeD	41.95217	2/4/2021 23:09
9288	11	-88.18997	280	LocalGovDeployChrisF2	41.97362	2/4/2021 23:09
9292	12	-88.19285	280	LocalGovDeployChrisF2	41.97405	2/4/2021 23:09
9277	11	-88.09385	80	LocalGovDeployHeather	41.78193	2/4/2021 23:09
9299	11	-88.08875	58	LocalGovDeployHeather	41.78312	2/4/2021 23:09
9275	12	-87.95273	86	LocalGovDeployJohnH	41.8322	2/4/2021 23:09
9295	11	-87.94688	84	LocalGovDeployJohnH	41.8323	2/4/2021 23:09
9281	13	-87.98865	358	LocalGovDeployScott	41.94813	2/4/2021 23:09
9289	13	-87.98873	356	LocalGovDeployScott	41.95057	2/4/2021 23:09
9276	14	-88.10208	190	rnosek_temp	41.83487	2/4/2021 23:09
9298	9	-88.1044	204	rnosek_temp	41.83083	2/4/2021 23:09
9273	0	-88.24052	2	LocalGovDeployAndy	41.79778	2/4/2021 23:09
9314	13	-87.9892	354	LocalGovDeployRyanN	41.95528	2/4/2021 23:10
9322	11	-87.98945	354	LocalGovDeployRyanN	41.95752	2/4/2021 23:10
9310	9	-87.9295	268	LocalGovDeployMattB	41.78917	2/4/2021 23:10
9332	8	-87.93315	266	LocalGovDeployMattB	41.78908	2/4/2021 23:10
9320	13	-87.98945	358	LocalGovDeployMikeD	41.95707	2/4/2021 23:10
9325	12	-87.98973	354	LocalGovDeployMikeD	41.95938	2/4/2021 23:10
9319	12	-88.19848	272	LocalGovDeployChrisF2	41.97462	2/4/2021 23:10
9324	10	-88.2015	272	LocalGovDeployChrisF2	41.97475	2/4/2021 23:10
9307	11	-88.0865	52	LocalGovDeployHeather	41.7844	2/4/2021 23:10
9333	11	-88.0811	82	LocalGovDeployHeather	41.78555	2/4/2021 23:10
9306	15	-87.94397	88	LocalGovDeployJohnH	41.83245	2/4/2021 23:10
9330	10	-87.93802	90	LocalGovDeployJohnH	41.83263	2/4/2021 23:10
9311	13	-87.98927	356	LocalGovDeployScott	41.95557	2/4/2021 23:10
9321	13	-87.98952	354	LocalGovDeployScott	41.95788	2/4/2021 23:10
9316	3	-88.10565	252	rnosek_temp	41.82892	2/4/2021 23:10
9331	5	-88.10777	112	rnosek_temp	41.82865	2/4/2021 23:10
9303	8	-88.2403	4	LocalGovDeployAndy	41.79895	2/4/2021 23:10
9308	9	-88.24005	10	LocalGovDeployAndy	41.80058	2/4/2021 23:10
9346	11	-87.98992	354	LocalGovDeployRyanN	41.96187	2/4/2021 23:11
9345	3	-87.93608	268	LocalGovDeployMattB	41.78902	2/4/2021 23:11
9364	8	-87.93887	268	LocalGovDeployMattB	41.78895	2/4/2021 23:11
9349	10	-87.99015	354	LocalGovDeployMikeD	41.96332	2/4/2021 23:11
9366	2	-87.9903	358	LocalGovDeployMikeD	41.96515	2/4/2021 23:11
9348	4	-88.20668	274	LocalGovDeployChrisF2	41.97497	2/4/2021 23:11
9357	10	-88.20813	272	LocalGovDeployChrisF2	41.97507	2/4/2021 23:11
9339	11	-88.0785	78	LocalGovDeployHeather	41.78588	2/4/2021 23:11
9367	9	-88.07355	84	LocalGovDeployHeather	41.7865	2/4/2021 23:11
9338	12	-87.9353	86	LocalGovDeployJohnH	41.83263	2/4/2021 23:11
9363	15	-87.92858	88	LocalGovDeployJohnH	41.83275	2/4/2021 23:11
9341	11	-87.99	354	LocalGovDeployScott	41.96228	2/4/2021 23:11
9343	6	-88.10587	200	rnosek_temp	41.82833	2/4/2021 23:11
9365	3	-88.10643	44	rnosek_temp	41.8269	2/4/2021 23:11
9334	10	-88.23917	12	LocalGovDeployAndy	41.8045	2/4/2021 23:11
9340	8	-88.23865	16	LocalGovDeployAndy	41.80607	2/4/2021 23:11
9358	0	-88.23803	16	LocalGovDeployAndy	41.80773	2/4/2021 23:11
9359	0	-88.23803	16	LocalGovDeployAndy	41.80773	2/4/2021 23:11
9360	0	-88.23803	16	LocalGovDeployAndy	41.80773	2/4/2021 23:11
9370	0	-87.99025	0	LocalGovDeployRyanN	41.96495	2/4/2021 23:12
9373	6	-87.99047	284	LocalGovDeployRyanN	41.96537	2/4/2021 23:12
9391	12	-87.99602	280	LocalGovDeployRyanN	41.96618	2/4/2021 23:12
9380	8	-87.94233	264	LocalGovDeployMattB	41.7889	2/4/2021 23:12
9398	7	-87.94523	266	LocalGovDeployMattB	41.78868	2/4/2021 23:12
9379	12	-87.99288	278	LocalGovDeployMikeD	41.96572	2/4/2021 23:12
9387	13	-87.99625	282	LocalGovDeployMikeD	41.96623	2/4/2021 23:12
9384	13	-88.21412	268	LocalGovDeployChrisF2	41.97517	2/4/2021 23:12
9390	13	-88.21727	266	LocalGovDeployChrisF2	41.97502	2/4/2021 23:12
9377	3	-88.07272	274	LocalGovDeployHeather	41.7867	2/4/2021 23:12
9396	8	-88.07557	258	LocalGovDeployHeather	41.7864	2/4/2021 23:12
9376	14	-87.92518	88	LocalGovDeployJohnH	41.83288	2/4/2021 23:12
9395	12	-87.91845	86	LocalGovDeployJohnH	41.83308	2/4/2021 23:12
9368	1	-87.99035	352	LocalGovDeployScott	41.96508	2/4/2021 23:12
9383	12	-87.99282	280	LocalGovDeployScott	41.96573	2/4/2021 23:12
9389	12	-87.99592	282	LocalGovDeployScott	41.96618	2/4/2021 23:12
9385	10	-88.10432	90	rnosek_temp	41.82873	2/4/2021 23:12
9405	4	-87.99823	344	LocalGovDeployRyanN	41.96668	2/4/2021 23:13
9430	1	-87.99808	0	LocalGovDeployRyanN	41.96938	2/4/2021 23:13
9410	8	-87.94812	264	LocalGovDeployMattB	41.78862	2/4/2021 23:13
9428	3	-87.95062	270	LocalGovDeployMattB	41.7886	2/4/2021 23:13
9412	10	-87.99833	0	LocalGovDeployMikeD	41.96837	2/4/2021 23:13
9423	1	-87.9982	4	LocalGovDeployMikeD	41.96963	2/4/2021 23:13
9414	12	-88.2238	270	LocalGovDeployChrisF2	41.97488	2/4/2021 23:13
9421	13	-88.2269	272	LocalGovDeployChrisF2	41.97497	2/4/2021 23:13
9404	8	-88.07765	258	LocalGovDeployHeather	41.7861	2/4/2021 23:13
9425	11	-88.08232	264	LocalGovDeployHeather	41.78557	2/4/2021 23:13
9415	0	-87.91495	102	LocalGovDeployJohnH	41.83308	2/4/2021 23:13
9401	4	-87.99833	342	LocalGovDeployScott	41.96668	2/4/2021 23:13
9429	1	-87.99813	2	LocalGovDeployScott	41.9695	2/4/2021 23:13
9399	2	-88.10153	352	rnosek_temp	41.82893	2/4/2021 23:13
9408	12	-88.10365	268	rnosek_temp	41.829	2/4/2021 23:13
9419	4	-88.10495	20	rnosek_temp	41.8293	2/4/2021 23:13
9406	1	-88.23803	20	LocalGovDeployAndy	41.80773	2/4/2021 23:13
9418	9	-88.2375	18	LocalGovDeployAndy	41.8089	2/4/2021 23:13
9448	12	-87.99803	358	LocalGovDeployRyanN	41.97088	2/4/2021 23:14
9452	13	-87.99807	358	LocalGovDeployRyanN	41.97318	2/4/2021 23:14
9443	8	-87.9534	268	LocalGovDeployMattB	41.78867	2/4/2021 23:14
9462	8	-87.95657	266	LocalGovDeployMattB	41.78858	2/4/2021 23:14
9434	7	-87.99817	0	LocalGovDeployMikeD	41.97032	2/4/2021 23:14
9454	12	-87.99817	358	LocalGovDeployMikeD	41.97447	2/4/2021 23:14
9446	13	-88.23348	280	LocalGovDeployChrisF2	41.97545	2/4/2021 23:14
9458	0	-88.2364	280	LocalGovDeployChrisF2	41.97585	2/4/2021 23:14
9459	0	-88.2364	280	LocalGovDeployChrisF2	41.97585	2/4/2021 23:14
9460	0	-88.2364	280	LocalGovDeployChrisF2	41.97585	2/4/2021 23:14
9435	11	-88.08513	248	LocalGovDeployHeather	41.78513	2/4/2021 23:14
9456	12	-88.08947	242	LocalGovDeployHeather	41.78292	2/4/2021 23:14
9432	4	-87.91503	270	LocalGovDeployJohnH	41.83325	2/4/2021 23:14
9437	10	-87.91672	268	LocalGovDeployJohnH	41.83322	2/4/2021 23:14
9465	15	-87.92345	266	LocalGovDeployJohnH	41.83303	2/4/2021 23:14
9436	7	-87.9981	358	LocalGovDeployScott	41.96995	2/4/2021 23:14
9463	13	-87.99812	358	LocalGovDeployScott	41.97445	2/4/2021 23:14
9447	4	-88.10525	202	rnosek_temp	41.82933	2/4/2021 23:14
9453	7	-88.10568	196	rnosek_temp	41.82857	2/4/2021 23:14
9438	9	-88.23517	38	LocalGovDeployAndy	41.8118	2/4/2021 23:14
9449	9	-88.23362	40	LocalGovDeployAndy	41.81318	2/4/2021 23:14
9481	14	-87.99802	358	LocalGovDeployRyanN	41.97823	2/4/2021 23:15
9485	12	-87.99798	0	LocalGovDeployRyanN	41.98065	2/4/2021 23:15
9476	8	-87.95958	268	LocalGovDeployMattB	41.78848	2/4/2021 23:15
9468	14	-87.99813	0	LocalGovDeployMikeD	41.9769	2/4/2021 23:15
9488	11	-87.99805	356	LocalGovDeployMikeD	41.98177	2/4/2021 23:15
9469	11	-88.09212	258	LocalGovDeployHeather	41.78225	2/4/2021 23:15
9491	13	-88.09777	260	LocalGovDeployHeather	41.7818	2/4/2021 23:15
9471	13	-87.92695	268	LocalGovDeployJohnH	41.83293	2/4/2021 23:15
9495	2	-87.93003	232	LocalGovDeployJohnH	41.83287	2/4/2021 23:15
9470	14	-87.9981	358	LocalGovDeployScott	41.97697	2/4/2021 23:15
9494	11	-87.99805	0	LocalGovDeployScott	41.98168	2/4/2021 23:15
9480	10	-88.10767	204	rnosek_temp	41.82515	2/4/2021 23:15
9486	10	-88.10857	198	rnosek_temp	41.8233	2/4/2021 23:15
9472	8	-88.23148	2	LocalGovDeployAndy	41.8163	2/4/2021 23:15
9483	9	-88.23132	4	LocalGovDeployAndy	41.81797	2/4/2021 23:15
9502	4	-87.99805	356	LocalGovDeployRyanN	41.9823	2/4/2021 23:16
9536	4	-87.99868	162	LocalGovDeployRyanN	41.98363	2/4/2021 23:16
9496	9	-87.96335	268	LocalGovDeployMattB	41.78842	2/4/2021 23:16
9521	8	-87.96667	268	LocalGovDeployMattB	41.78833	2/4/2021 23:16
9497	1	-87.99817	356	LocalGovDeployMikeD	41.98252	2/4/2021 23:16
9498	1	-88.23643	280	LocalGovDeployChrisF2	41.97585	2/4/2021 23:16
9528	12	-88.23908	280	LocalGovDeployChrisF2	41.97628	2/4/2021 23:16
9499	12	-88.10067	252	LocalGovDeployHeather	41.78132	2/4/2021 23:16
9533	11	-88.106	252	LocalGovDeployHeather	41.78003	2/4/2021 23:16
9501	3	-87.92992	100	LocalGovDeployJohnH	41.83277	2/4/2021 23:16
9535	1	-87.92892	84	LocalGovDeployJohnH	41.83277	2/4/2021 23:16
9500	1	-87.9981	354	LocalGovDeployScott	41.98237	2/4/2021 23:16
9527	5	-87.99867	180	LocalGovDeployScott	41.98363	2/4/2021 23:16
9522	12	-88.11072	206	rnosek_temp	41.81912	2/4/2021 23:16
9525	9	-88.11208	212	rnosek_temp	41.81745	2/4/2021 23:16
9503	3	-88.23133	198	LocalGovDeployAndy	41.81987	2/4/2021 23:16
9523	4	-88.23137	178	LocalGovDeployAndy	41.81882	2/4/2021 23:16
9542	3	-87.99838	108	LocalGovDeployRyanN	41.98253	2/4/2021 23:17
9563	18	-87.9924	86	LocalGovDeployRyanN	41.98305	2/4/2021 23:17
9538	8	-87.96973	268	LocalGovDeployMattB	41.78828	2/4/2021 23:17
9552	8	-87.97293	268	LocalGovDeployMattB	41.78825	2/4/2021 23:17
9537	4	-87.99845	150	LocalGovDeployMikeD	41.9827	2/4/2021 23:17
9546	13	-87.99595	80	LocalGovDeployMikeD	41.98287	2/4/2021 23:17
9556	18	-87.99193	86	LocalGovDeployMikeD	41.98312	2/4/2021 23:17
9540	14	-88.24242	280	LocalGovDeployChrisF2	41.97672	2/4/2021 23:17
9559	15	-88.24983	272	LocalGovDeployChrisF2	41.97715	2/4/2021 23:17
9541	11	-88.10865	254	LocalGovDeployHeather	41.7794	2/4/2021 23:17
9560	12	-88.11225	250	LocalGovDeployHeather	41.77842	2/4/2021 23:17
9545	12	-87.9287	358	LocalGovDeployJohnH	41.8345	2/4/2021 23:17
9555	14	-87.92877	356	LocalGovDeployJohnH	41.83695	2/4/2021 23:17
9543	7	-87.99765	82	LocalGovDeployScott	41.98265	2/4/2021 23:17
9561	18	-87.99178	86	LocalGovDeployScott	41.98312	2/4/2021 23:17
9553	13	-88.11468	204	rnosek_temp	41.81342	2/4/2021 23:17
9558	13	-88.11597	204	rnosek_temp	41.81142	2/4/2021 23:17
9544	5	-88.23158	182	LocalGovDeployAndy	41.81642	2/4/2021 23:17
9554	9	-88.23213	204	LocalGovDeployAndy	41.815	2/4/2021 23:17
9572	14	-87.98818	86	LocalGovDeployRyanN	41.98323	2/4/2021 23:18
9594	11	-87.98228	96	LocalGovDeployRyanN	41.9829	2/4/2021 23:18
9568	8	-87.97595	268	LocalGovDeployMattB	41.78818	2/4/2021 23:18
9579	8	-87.97903	270	LocalGovDeployMattB	41.78812	2/4/2021 23:18
9578	10	-87.98437	94	LocalGovDeployMikeD	41.9832	2/4/2021 23:18
9587	12	-87.98215	96	LocalGovDeployMikeD	41.98298	2/4/2021 23:18
9569	14	-88.25343	270	LocalGovDeployChrisF2	41.97723	2/4/2021 23:18
9590	13	-88.26023	260	LocalGovDeployChrisF2	41.97667	2/4/2021 23:18
9571	12	-88.11507	254	LocalGovDeployHeather	41.77775	2/4/2021 23:18
9591	12	-88.12068	252	LocalGovDeployHeather	41.77648	2/4/2021 23:18
9574	12	-87.92898	356	LocalGovDeployJohnH	41.8418	2/4/2021 23:18
9589	4	-87.92922	196	LocalGovDeployJohnH	41.84367	2/4/2021 23:18
9570	15	-87.98792	88	LocalGovDeployScott	41.98325	2/4/2021 23:18
9593	11	-87.98195	94	LocalGovDeployScott	41.98293	2/4/2021 23:18
9582	2	-88.11762	252	rnosek_temp	41.80898	2/4/2021 23:18
9588	11	-88.11933	270	rnosek_temp	41.80905	2/4/2021 23:18
9575	10	-88.2345	218	LocalGovDeployAndy	41.8126	2/4/2021 23:18
